$FLYS,1,,,,,,,,,,,
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol,,,,,,,,,,
$VAR,DEVICE_ID,0017003b3253501720373657,,,,,,,,,,
$VAR,SESSION_ID,724fd609f62a5cb068670fc0,,,,,,,,,,
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$GNSS,2020-10-29T17:43:31.800Z,,40.5716,-111.7255318,2127.308,-3.17,10.7,2.05,0.631,1.201,0.17,
$GNSS,2020-10-29T17:43:32.000Z,,40.5715943,-111.7255078,2126.72,-2.86,10.16,2.33,0.623,1.193,0.17,
$GNSS,2020-10-29T17:43:32.200Z,,40.5715885,-111.7254836,2126.155,-3.05,10.78,2.14,0.618,1.187,0.18,
$GNSS,2020-10-29T17:43:32.400Z,,40.5715833,-111.7254589,2125.635,-2.8,10.7,2.43,0.614,1.183,0.18,
$GNSS,2020-10-29T17:43:32.600Z,,40.5715782,-111.725435,2125.099,-2.57,10.08,2.74,0.609,1.181,0.18,
$GNSS,2020-10-29T17:43:32.800Z,,40.5715736,-111.7254124,2124.469,-2.22,9.48,2.9,0.602,1.177,0.17,
$GNSS,2020-10-29T17:43:33.000Z,,40.5715688,-111.7253907,2123.741,-2.48,9.28,3.19,0.596,1.175,0.18,
$GNSS,2020-10-29T17:43:33.200Z,,40.5715644,-111.7253685,2122.966,-2.21,9.54,3.67,0.593,1.174,0.19,
$GNSS,2020-10-29T17:43:33.400Z,,40.5715603,-111.7253469,2122.013,-2.12,8.58,5.34,0.588,1.159,0.23,
$GNSS,2020-10-29T17:43:33.600Z,,40.5715562,-111.725325,2121.079,-2.48,9.91,4.27,0.594,1.167,0.33,
$GNSS,2020-10-29T17:43:33.800Z,,40.5715522,-111.7253015,2120.234,-2.04,9.96,4.01,0.606,1.176,0.33,
$GNSS,2020-10-29T17:43:34.000Z,,40.5715481,-111.7252777,2119.444,-2.4,10.16,4.01,0.618,1.186,0.3,
$GNSS,2020-10-29T17:43:34.200Z,,40.5715442,-111.7252536,2118.633,-2.04,10.31,4.15,0.626,1.19,0.25,
$GNSS,2020-10-29T17:43:34.400Z,,40.5715401,-111.7252288,2117.851,-2.3,10.89,4.14,0.626,1.186,0.26,
$GNSS,2020-10-29T17:43:34.600Z,,40.5715358,-111.725203,2116.959,-2.38,11.08,4.22,0.624,1.172,0.24,
$GNSS,2020-10-29T17:43:34.800Z,,40.5715314,-111.7251771,2116.024,-2.33,10.91,5.17,0.624,1.171,0.23,
$GNSS,2020-10-29T17:43:35.000Z,,40.5715274,-111.7251512,2115.036,-1.91,11.06,4.91,0.624,1.172,0.22,
$GNSS,2020-10-29T17:43:35.200Z,,40.5715236,-111.7251249,2114.079,-2.1,11.22,4.78,0.624,1.172,0.22,
$GNSS,2020-10-29T17:43:35.400Z,,40.5715198,-111.7250984,2113.044,-1.77,11.26,5.33,0.624,1.172,0.22,
$GNSS,2020-10-29T17:43:35.600Z,,40.5715164,-111.7250717,2112.105,-1.82,11.48,5.02,0.621,1.17,0.2,
$GNSS,2020-10-29T17:43:35.800Z,,40.5715131,-111.725045,2111.177,-1.72,11.05,4.59,0.615,1.167,0.19,
$GNSS,2020-10-29T17:43:36.000Z,,40.5715094,-111.7250188,2110.274,-2.26,11.37,4.44,0.607,1.163,0.19,
$GNSS,2020-10-29T17:43:36.200Z,,40.5715053,-111.7249923,2109.312,-2.12,11.49,4.33,0.6,1.153,0.19,
$GNSS,2020-10-29T17:43:36.400Z,,40.5715013,-111.7249653,2108.46,-2.59,11.28,3.94,0.592,1.137,0.18,
$GNSS,2020-10-29T17:43:36.600Z,,40.5714963,-111.724938,2107.602,-3.06,11,3.66,0.584,1.121,0.18,
$GNSS,2020-10-29T17:43:36.800Z,,40.5714903,-111.7249127,2106.882,-3.63,10.43,3.56,0.588,1.126,0.31,
$GNSS,2020-10-29T17:43:37.000Z,,40.5714833,-111.7248884,2106.123,-4.21,9.91,3.57,0.597,1.132,0.33,
$GNSS,2020-10-29T17:43:37.200Z,,40.5714751,-111.7248654,2105.346,-5.03,9.43,3.89,0.607,1.139,0.34,
$GNSS,2020-10-29T17:43:37.400Z,,40.5714653,-111.7248437,2104.468,-5.83,8.88,4.51,0.617,1.145,0.32,
