$FLYS,1,,,,,,,,,,,
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol,,,,,,,,,,
$VAR,DEVICE_ID,0017003b3253501720373657,,,,,,,,,,
$VAR,SESSION_ID,724fd609f62a5cb068670fc0,,,,,,,,,,
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$GNSS,2025-06-25T17:18:52.600Z,40.6625191,-115.4063718,3082.729,-18.47,4.837,26.176,0.403,0.734,0.187,16,
$GNSS,2025-06-25T17:18:52.650Z,40.6625105,-115.406369,3081.405,-18.929,4.742,26.249,0.403,0.733,0.186,16,
$GNSS,2025-06-25T17:18:52.700Z,40.6625019,-115.4063663,3080.074,-19.16,4.654,26.288,0.403,0.732,0.186,16,
$GNSS,2025-06-25T17:18:52.750Z,40.6624932,-115.4063635,3078.762,-19.397,4.685,26.247,0.403,0.731,0.185,16,
$GNSS,2025-06-25T17:18:52.800Z,40.6624842,-115.4063606,3077.441,-19.874,4.749,26.357,0.404,0.73,0.184,16,
$GNSS,2025-06-25T17:18:52.850Z,40.662475,-115.4063578,3076.134,-20.159,4.666,26.261,0.404,0.73,0.183,16,
$GNSS,2025-06-25T17:18:52.900Z,40.6624657,-115.4063551,3074.834,-20.51,4.539,26.097,0.404,0.729,0.183,16,
$GNSS,2025-06-25T17:18:52.950Z,40.6624565,-115.4063527,3073.511,-20.695,4.213,26.106,0.405,0.728,0.183,16,
$GNSS,2025-06-25T17:18:53.000Z,40.6624468,-115.40635,3072.23,-21.087,4.458,26.068,0.405,0.728,0.182,16,
$GNSS,2025-06-25T17:18:53.050Z,40.662437,-115.4063473,3070.937,-21.497,4.394,26.067,0.405,0.727,0.181,16,
$GNSS,2025-06-25T17:18:53.100Z,40.6624273,-115.4063449,3069.623,-21.75,4.095,26.089,0.405,0.726,0.181,16,
$GNSS,2025-06-25T17:18:53.150Z,40.6624174,-115.4063426,3068.316,-21.979,4.027,26.038,0.406,0.726,0.189,15,
$GNSS,2025-06-25T17:18:53.200Z,40.6624073,-115.4063404,3067.027,-22.266,3.716,25.907,0.406,0.725,0.187,15,
$GNSS,2025-06-25T17:18:53.250Z,40.6623971,-115.4063381,3065.751,-22.616,3.697,25.79,0.407,0.725,0.177,15,
$GNSS,2025-06-25T17:18:53.300Z,40.6623866,-115.406336,3064.466,-23.018,3.569,25.747,0.407,0.724,0.172,16,
$GNSS,2025-06-25T17:18:53.350Z,40.6623761,-115.4063341,3063.198,-23.322,3.316,25.584,0.407,0.724,0.171,16,
$GNSS,2025-06-25T17:18:53.400Z,40.6623654,-115.4063322,3061.921,-23.652,3.136,25.567,0.408,0.723,0.171,16,
$GNSS,2025-06-25T17:18:53.450Z,40.6623546,-115.4063305,3060.652,-23.936,2.899,25.431,0.408,0.723,0.171,16,
$GNSS,2025-06-25T17:18:53.500Z,40.6623436,-115.4063289,3059.405,-24.25,2.73,25.173,0.408,0.722,0.17,16,
$GNSS,2025-06-25T17:18:53.550Z,40.6623325,-115.4063273,3058.159,-24.597,2.605,25.045,0.408,0.722,0.168,16,
$GNSS,2025-06-25T17:18:53.600Z,40.6623212,-115.406326,3056.901,-24.901,2.217,25.029,0.409,0.721,0.167,16,
$GNSS,2025-06-25T17:18:53.650Z,40.6623098,-115.4063248,3055.662,-25.2,2.078,24.886,0.409,0.721,0.166,16,
$GNSS,2025-06-25T17:18:53.700Z,40.6622983,-115.4063236,3054.438,-25.547,1.95,24.681,0.409,0.721,0.165,16,
$GNSS,2025-06-25T17:18:53.750Z,40.6622866,-115.4063226,3053.21,-25.84,1.732,24.506,0.41,0.72,0.16,16,
$GNSS,2025-06-25T17:18:53.800Z,40.6622748,-115.4063218,3051.995,-26.138,1.417,24.331,0.41,0.72,0.159,16,
$GNSS,2025-06-25T17:18:53.850Z,40.6622629,-115.4063211,3050.8,-26.321,1.09,24.051,0.41,0.719,0.158,16,
$GNSS,2025-06-25T17:18:53.900Z,40.6622509,-115.4063206,3049.601,-26.578,0.928,23.952,0.41,0.719,0.158,16,
$GNSS,2025-06-25T17:18:53.950Z,40.6622387,-115.4063202,3048.427,-26.924,0.639,23.744,0.411,0.719,0.157,16,
$GNSS,2025-06-25T17:18:54.000Z,40.6622264,-115.4063198,3047.246,-27.216,0.534,23.653,0.411,0.718,0.156,16,
$GNSS,2025-06-25T17:18:54.050Z,40.662214,-115.4063196,3046.09,-27.421,0.27,23.414,0.411,0.718,0.156,16,
$GNSS,2025-06-25T17:18:54.100Z,40.6622016,-115.4063198,3044.922,-27.617,-0.104,23.264,0.412,0.718,0.155,16,
$GNSS,2025-06-25T17:18:54.150Z,40.662189,-115.4063199,3043.775,-27.882,-0.333,23.153,0.412,0.717,0.16,15,
$GNSS,2025-06-25T17:18:54.200Z,40.6621763,-115.4063203,3042.636,-28.083,-0.594,23.016,0.412,0.717,0.16,15,
$GNSS,2025-06-25T17:18:54.250Z,40.6621634,-115.4063207,3041.512,-28.348,-0.8,22.758,0.413,0.717,0.16,15,
$GNSS,2025-06-25T17:18:54.300Z,40.6621506,-115.4063215,3040.384,-28.546,-1.265,22.538,0.413,0.717,0.159,16,
$GNSS,2025-06-25T17:18:54.350Z,40.6621376,-115.4063225,3039.271,-28.708,-1.675,22.343,0.413,0.717,0.158,16,
$GNSS,2025-06-25T17:18:54.400Z,40.6621246,-115.4063236,3038.175,-28.775,-1.89,22.191,0.414,0.716,0.157,16,
$GNSS,2025-06-25T17:18:54.450Z,40.6621115,-115.4063249,3037.073,-28.976,-2.205,22.104,0.414,0.716,0.156,16,
$GNSS,2025-06-25T17:18:54.500Z,40.6620983,-115.4063265,3035.974,-29.276,-2.644,21.891,0.415,0.716,0.154,16,
$GNSS,2025-06-25T17:18:54.550Z,40.6620851,-115.4063283,3034.897,-29.331,-3.097,21.623,0.415,0.716,0.152,16,
$GNSS,2025-06-25T17:18:54.600Z,40.6620718,-115.4063303,3033.841,-29.427,-3.443,21.328,0.415,0.716,0.155,16,
$GNSS,2025-06-25T17:18:54.650Z,40.6620584,-115.4063325,3032.794,-29.541,-3.752,21.2,0.416,0.716,0.154,16,
$GNSS,2025-06-25T17:18:54.700Z,40.6620451,-115.406335,3031.737,-29.517,-4.144,21.072,0.416,0.716,0.156,16,
$GNSS,2025-06-25T17:18:54.750Z,40.6620317,-115.4063376,3030.705,-29.739,-4.497,20.829,0.416,0.716,0.155,16,
$GNSS,2025-06-25T17:18:54.800Z,40.6620181,-115.4063404,3029.682,-30.068,-4.765,20.58,0.417,0.716,0.155,16,
$GNSS,2025-06-25T17:18:54.850Z,40.6620046,-115.4063436,3028.663,-29.959,-5.257,20.361,0.417,0.716,0.155,16,
$GNSS,2025-06-25T17:18:54.900Z,40.661991,-115.4063469,3027.667,-30.019,-5.765,20.201,0.417,0.716,0.153,16,
$GNSS,2025-06-25T17:18:54.950Z,40.6619774,-115.4063506,3026.698,-30.019,-6.295,19.936,0.418,0.716,0.148,16,
$GNSS,2025-06-25T17:18:55.000Z,40.6619638,-115.4063545,3025.72,-30.19,-6.607,19.58,0.418,0.716,0.145,16,
$GNSS,2025-06-25T17:18:55.050Z,40.6619502,-115.4063588,3024.749,-30.143,-7.118,19.323,0.419,0.716,0.15,16,
$GNSS,2025-06-25T17:18:55.100Z,40.6619365,-115.4063633,3023.814,-30.207,-7.558,19.093,0.419,0.716,0.15,16,
$GNSS,2025-06-25T17:18:55.150Z,40.6619229,-115.406368,3022.858,-30.287,-8.003,19.04,0.42,0.716,0.151,16,
$GNSS,2025-06-25T17:18:55.200Z,40.6619092,-115.406373,3021.92,-30.259,-8.384,18.812,0.42,0.716,0.152,16,
$GNSS,2025-06-25T17:18:55.250Z,40.6618956,-115.4063782,3021.011,-30.11,-8.839,18.545,0.421,0.716,0.151,16,
$GNSS,2025-06-25T17:18:55.300Z,40.6618819,-115.4063837,3020.113,-30.149,-9.335,18.402,0.421,0.716,0.151,16,
$GNSS,2025-06-25T17:18:55.350Z,40.6618684,-115.4063896,3019.166,-30.247,-9.797,18.492,0.422,0.717,0.149,16,
$GNSS,2025-06-25T17:18:55.400Z,40.6618547,-115.4063955,3018.262,-30.163,-9.986,18.304,0.422,0.717,0.151,16,
$GNSS,2025-06-25T17:18:55.450Z,40.6618411,-115.4064016,3017.369,-30.067,-10.439,18.078,0.423,0.717,0.15,16,
$GNSS,2025-06-25T17:18:55.500Z,40.6618275,-115.4064081,3016.455,-30.153,-10.842,18.144,0.423,0.717,0.151,16,
$GNSS,2025-06-25T17:18:55.550Z,40.661814,-115.4064147,3015.566,-30.067,-11.22,17.962,0.424,0.718,0.15,16,
$GNSS,2025-06-25T17:18:55.600Z,40.6618004,-115.4064216,3014.679,-29.972,-11.694,17.834,0.424,0.718,0.145,16,
$GNSS,2025-06-25T17:18:55.650Z,40.661787,-115.4064287,3013.771,-29.92,-11.834,17.889,0.425,0.718,0.142,16,
$GNSS,2025-06-25T17:18:55.700Z,40.6617734,-115.4064359,3012.887,-29.916,-12.169,17.842,0.425,0.718,0.142,16,
$GNSS,2025-06-25T17:18:55.750Z,40.66176,-115.4064434,3011.992,-29.93,-12.634,17.759,0.425,0.719,0.143,16,
$GNSS,2025-06-25T17:18:55.800Z,40.6617465,-115.4064511,3011.11,-29.986,-12.944,17.631,0.426,0.719,0.142,16,
$GNSS,2025-06-25T17:18:55.850Z,40.661733,-115.406459,3010.22,-29.881,-13.342,17.683,0.426,0.719,0.142,16,
$GNSS,2025-06-25T17:18:55.900Z,40.6617196,-115.4064671,3009.339,-29.672,-13.64,17.787,0.427,0.72,0.142,16,
$GNSS,2025-06-25T17:18:55.950Z,40.6617062,-115.4064753,3008.441,-29.663,-13.835,17.857,0.427,0.72,0.141,16,
$GNSS,2025-06-25T17:18:56.000Z,40.661693,-115.4064838,3007.53,-29.603,-14.308,17.934,0.428,0.72,0.142,16,
$GNSS,2025-06-25T17:18:56.050Z,40.6616796,-115.4064924,3006.634,-29.631,-14.531,17.823,0.428,0.721,0.142,16,
$GNSS,2025-06-25T17:18:56.100Z,40.6616663,-115.4065012,3005.744,-29.524,-14.847,17.856,0.429,0.721,0.147,16,
$GNSS,2025-06-25T17:18:56.150Z,40.6616532,-115.4065104,3004.828,-29.322,-15.322,18.086,0.429,0.722,0.147,16,
$GNSS,2025-06-25T17:18:56.200Z,40.6616399,-115.4065196,3003.921,-29.32,-15.587,18.216,0.43,0.722,0.148,16,
$GNSS,2025-06-25T17:18:56.250Z,40.6616267,-115.4065289,3003.03,-29.255,-15.776,18.2,0.43,0.722,0.15,16,
$GNSS,2025-06-25T17:18:56.300Z,40.6616135,-115.4065384,3002.129,-29.271,-16.144,18.065,0.431,0.723,0.157,16,
$GNSS,2025-06-25T17:18:56.350Z,40.6616002,-115.4065481,3001.212,-29.412,-16.32,18.23,0.431,0.723,0.146,16,
$GNSS,2025-06-25T17:18:56.400Z,40.6615872,-115.4065581,3000.292,-29.061,-16.727,18.248,0.432,0.724,0.154,16,
$GNSS,2025-06-25T17:18:56.450Z,40.661574,-115.4065679,2999.379,-29.247,-16.705,18.351,0.433,0.724,0.156,16,
$GNSS,2025-06-25T17:18:56.500Z,40.6615609,-115.406578,2998.441,-29.18,-16.911,18.372,0.433,0.725,0.155,16,
$GNSS,2025-06-25T17:18:56.550Z,40.6615478,-115.4065883,2997.529,-29.109,-17.335,18.323,0.434,0.725,0.156,16,
$GNSS,2025-06-25T17:18:56.600Z,40.6615346,-115.4065987,2996.601,-29.322,-17.565,18.633,0.435,0.726,0.155,16,
$GNSS,2025-06-25T17:18:56.650Z,40.6615214,-115.4066091,2995.664,-29.287,-17.638,18.699,0.435,0.726,0.156,16,
$GNSS,2025-06-25T17:18:56.700Z,40.6615084,-115.4066197,2994.706,-29.066,-17.689,18.767,0.436,0.727,0.147,16,
$GNSS,2025-06-25T17:18:56.750Z,40.6614954,-115.4066303,2993.725,-29.066,-17.763,18.963,0.437,0.727,0.145,16,
$GNSS,2025-06-25T17:18:56.800Z,40.6614823,-115.4066409,2992.755,-29.318,-17.981,19.194,0.437,0.727,0.146,16,
$GNSS,2025-06-25T17:18:56.850Z,40.6614691,-115.4066516,2991.783,-29.302,-18.02,19.342,0.438,0.727,0.155,16,
$GNSS,2025-06-25T17:18:56.900Z,40.6614559,-115.4066622,2990.811,-29.272,-17.984,19.37,0.438,0.728,0.155,16,
$GNSS,2025-06-25T17:18:56.950Z,40.6614426,-115.4066728,2989.819,-29.431,-18.017,19.652,0.439,0.728,0.153,16,
$GNSS,2025-06-25T17:18:57.000Z,40.6614294,-115.4066836,2988.818,-29.362,-18.121,19.799,0.439,0.728,0.151,16,
$GNSS,2025-06-25T17:18:57.050Z,40.661416,-115.4066941,2987.817,-29.634,-17.863,19.936,0.439,0.728,0.145,16,
$GNSS,2025-06-25T17:18:57.100Z,40.6614026,-115.4067045,2986.811,-29.862,-17.668,19.992,0.44,0.728,0.151,16,
$GNSS,2025-06-25T17:18:57.150Z,40.6613891,-115.4067148,2985.796,-29.981,-17.459,20.199,0.44,0.728,0.159,16,
$GNSS,2025-06-25T17:18:57.200Z,40.6613756,-115.4067251,2984.779,-29.984,-17.451,20.325,0.441,0.728,0.152,16,
$GNSS,2025-06-25T17:18:57.250Z,40.6613619,-115.4067352,2983.755,-30.281,-17.148,20.327,0.441,0.728,0.157,16,
$GNSS,2025-06-25T17:18:57.300Z,40.6613482,-115.4067452,2982.724,-30.576,-16.895,20.37,0.441,0.728,0.157,16,
$GNSS,2025-06-25T17:18:57.350Z,40.6613343,-115.406755,2981.706,-30.733,-16.615,20.342,0.442,0.727,0.157,16,
$GNSS,2025-06-25T17:18:57.400Z,40.6613205,-115.4067647,2980.676,-30.768,-16.485,20.496,0.442,0.727,0.156,16,
$GNSS,2025-06-25T17:18:57.450Z,40.6613064,-115.4067742,2979.655,-31.074,-16.124,20.55,0.443,0.727,0.156,16,
$GNSS,2025-06-25T17:18:57.500Z,40.6612923,-115.4067835,2978.63,-31.391,-15.797,20.532,0.443,0.727,0.156,16,
$GNSS,2025-06-25T17:18:57.550Z,40.661278,-115.4067926,2977.599,-31.623,-15.395,20.449,0.443,0.727,0.156,16,
$GNSS,2025-06-25T17:18:57.600Z,40.6612637,-115.4068015,2976.572,-31.801,-15.063,20.43,0.444,0.726,0.156,16,
$GNSS,2025-06-25T17:18:57.650Z,40.6612493,-115.4068101,2975.561,-31.986,-14.574,20.268,0.444,0.726,0.146,16,
$GNSS,2025-06-25T17:18:57.700Z,40.6612347,-115.4068184,2974.568,-32.242,-14.145,20.109,0.444,0.726,0.145,16,
$GNSS,2025-06-25T17:18:57.750Z,40.6612201,-115.4068265,2973.561,-32.451,-13.731,20.106,0.444,0.726,0.146,16,
$GNSS,2025-06-25T17:18:57.800Z,40.6612054,-115.4068342,2972.551,-32.68,-13.068,20.036,0.445,0.725,0.146,16,
$GNSS,2025-06-25T17:18:57.850Z,40.6611906,-115.4068415,2971.558,-32.902,-12.501,20.003,0.445,0.725,0.143,16,
$GNSS,2025-06-25T17:18:57.900Z,40.6611757,-115.4068487,2970.567,-33.002,-12.153,19.919,0.445,0.725,0.143,16,
$GNSS,2025-06-25T17:18:57.950Z,40.6611607,-115.4068556,2969.583,-33.301,-11.727,19.748,0.446,0.725,0.143,16,
$GNSS,2025-06-25T17:18:58.000Z,40.6611454,-115.4068622,2968.614,-33.603,-11.269,19.629,0.446,0.725,0.144,16,
$GNSS,2025-06-25T17:18:58.050Z,40.6611303,-115.4068685,2967.626,-33.744,-10.655,19.568,0.447,0.725,0.142,16,
$GNSS,2025-06-25T17:18:58.100Z,40.661115,-115.4068744,2966.655,-33.888,-9.984,19.492,0.447,0.725,0.143,16,
$GNSS,2025-06-25T17:18:58.150Z,40.6610997,-115.4068799,2965.68,-33.966,-9.394,19.563,0.447,0.725,0.135,16,
$GNSS,2025-06-25T17:18:58.200Z,40.6610844,-115.4068851,2964.696,-33.987,-8.913,19.712,0.448,0.725,0.135,16,
$GNSS,2025-06-25T17:18:58.250Z,40.6610691,-115.4068901,2963.699,-34.143,-8.476,19.82,0.448,0.725,0.141,16,
$GNSS,2025-06-25T17:18:58.300Z,40.6610536,-115.4068947,2962.711,-34.26,-7.871,19.803,0.448,0.724,0.141,16,
$GNSS,2025-06-25T17:18:58.350Z,40.6610382,-115.4068991,2961.72,-34.282,-7.355,19.886,0.449,0.724,0.142,16,
$GNSS,2025-06-25T17:18:58.400Z,40.6610227,-115.4069031,2960.717,-34.377,-6.872,19.927,0.449,0.724,0.142,16,
$GNSS,2025-06-25T17:18:58.450Z,40.6610072,-115.4069068,2959.711,-34.591,-6.273,20.035,0.45,0.724,0.142,16,
$GNSS,2025-06-25T17:18:58.500Z,40.6609916,-115.4069101,2958.706,-34.668,-5.617,20.144,0.45,0.724,0.142,16,
$GNSS,2025-06-25T17:18:58.550Z,40.6609758,-115.4069129,2957.736,-34.741,-5.035,20.044,0.45,0.724,0.14,16,
$GNSS,2025-06-25T17:18:58.600Z,40.6609601,-115.4069156,2956.758,-34.788,-4.656,19.897,0.451,0.725,0.146,15,
$GNSS,2025-06-25T17:18:58.650Z,40.6609443,-115.406918,2955.778,-34.947,-4.174,19.861,0.451,0.725,0.155,15,
$GNSS,2025-06-25T17:18:58.700Z,40.6609284,-115.4069201,2954.802,-35.047,-3.72,19.799,0.451,0.725,0.154,15,
$GNSS,2025-06-25T17:18:58.750Z,40.6609126,-115.4069221,2953.817,-35.231,-3.377,19.685,0.452,0.725,0.154,15,
$GNSS,2025-06-25T17:18:58.800Z,40.6608967,-115.4069239,2952.841,-35.318,-3.134,19.541,0.452,0.724,0.163,16,
$GNSS,2025-06-25T17:18:58.850Z,40.6608808,-115.4069256,2951.867,-35.383,-2.856,19.462,0.452,0.724,0.166,16,
$GNSS,2025-06-25T17:18:58.900Z,40.6608648,-115.4069271,2950.908,-35.472,-2.473,19.37,0.452,0.724,0.166,16,
$GNSS,2025-06-25T17:18:58.950Z,40.6608488,-115.4069284,2949.949,-35.524,-2.268,19.158,0.452,0.724,0.155,16,
$GNSS,2025-06-25T17:18:59.000Z,40.6608327,-115.4069296,2949.008,-35.711,-2.08,18.984,0.452,0.724,0.155,16,
$GNSS,2025-06-25T17:18:59.050Z,40.6608166,-115.4069306,2948.073,-35.767,-1.827,18.791,0.452,0.724,0.156,16,
$GNSS,2025-06-25T17:18:59.100Z,40.6608004,-115.4069316,2947.153,-35.857,-1.675,18.604,0.453,0.724,0.157,16,
$GNSS,2025-06-25T17:18:59.150Z,40.6607841,-115.4069324,2946.257,-36.005,-1.535,18.36,0.453,0.724,0.151,16,
$GNSS,2025-06-25T17:18:59.200Z,40.6607678,-115.4069332,2945.348,-36.165,-1.4,18.162,0.453,0.724,0.151,16,
$GNSS,2025-06-25T17:18:59.250Z,40.6607515,-115.406934,2944.457,-36.252,-1.387,17.918,0.453,0.724,0.149,16,
$GNSS,2025-06-25T17:18:59.300Z,40.6607351,-115.4069347,2943.564,-36.354,-1.249,17.772,0.453,0.724,0.149,16,
$GNSS,2025-06-25T17:18:59.350Z,40.6607188,-115.4069355,2942.684,-36.333,-1.185,17.618,0.453,0.724,0.151,16,
$GNSS,2025-06-25T17:18:59.400Z,40.6607024,-115.4069362,2941.81,-36.419,-1.304,17.446,0.453,0.724,0.153,16,
$GNSS,2025-06-25T17:18:59.450Z,40.6606859,-115.406937,2940.967,-36.519,-1.357,17.212,0.453,0.724,0.151,16,
$GNSS,2025-06-25T17:18:59.500Z,40.6606694,-115.4069379,2940.132,-36.632,-1.466,16.965,0.453,0.724,0.147,16,
$GNSS,2025-06-25T17:18:59.550Z,40.6606528,-115.4069388,2939.313,-36.707,-1.598,16.736,0.453,0.724,0.149,16,
$GNSS,2025-06-25T17:18:59.600Z,40.6606362,-115.4069398,2938.494,-36.782,-1.823,16.604,0.453,0.725,0.149,16,
$GNSS,2025-06-25T17:18:59.650Z,40.6606196,-115.406941,2937.681,-36.822,-2.058,16.436,0.453,0.725,0.149,16,
$GNSS,2025-06-25T17:18:59.700Z,40.660603,-115.4069423,2936.882,-36.83,-2.248,16.188,0.453,0.725,0.158,16,
$GNSS,2025-06-25T17:18:59.750Z,40.6605864,-115.4069438,2936.088,-36.829,-2.513,15.977,0.453,0.725,0.16,16,
$GNSS,2025-06-25T17:18:59.800Z,40.6605698,-115.4069455,2935.303,-36.848,-2.9,15.782,0.454,0.726,0.16,16,
$GNSS,2025-06-25T17:18:59.850Z,40.6605532,-115.4069475,2934.515,-36.947,-3.244,15.638,0.454,0.726,0.159,16,
$GNSS,2025-06-25T17:18:59.900Z,40.6605366,-115.4069496,2933.747,-36.902,-3.612,15.456,0.454,0.726,0.15,16,
$GNSS,2025-06-25T17:18:59.950Z,40.6605199,-115.406952,2932.989,-36.913,-4.024,15.353,0.454,0.726,0.15,16,
$GNSS,2025-06-25T17:19:00.050Z,40.6604868,-115.4069575,2931.475,-36.826,-4.839,15.096,0.455,0.728,0.152,16,
$GNSS,2025-06-25T17:19:00.100Z,40.6604702,-115.4069606,2930.745,-36.827,-5.251,14.831,0.455,0.729,0.148,16,
$GNSS,2025-06-25T17:19:00.150Z,40.6604536,-115.406964,2930.013,-36.731,-5.64,14.75,0.455,0.729,0.148,16,
$GNSS,2025-06-25T17:19:00.200Z,40.660437,-115.4069676,2929.283,-36.702,-6.053,14.776,0.456,0.73,0.147,16,
$GNSS,2025-06-25T17:19:00.250Z,40.6604205,-115.4069713,2928.549,-36.619,-6.375,14.82,0.456,0.73,0.147,16,
$GNSS,2025-06-25T17:19:00.300Z,40.660404,-115.4069752,2927.821,-36.579,-6.576,14.687,0.456,0.73,0.147,16,
$GNSS,2025-06-25T17:19:00.350Z,40.6603877,-115.4069794,2927.094,-36.345,-7.025,14.638,0.456,0.731,0.147,16,
$GNSS,2025-06-25T17:19:00.400Z,40.6603713,-115.4069837,2926.378,-36.24,-7.379,14.601,0.456,0.731,0.147,16,
$GNSS,2025-06-25T17:19:00.450Z,40.6603549,-115.4069883,2925.65,-36.329,-7.813,14.568,0.456,0.732,0.147,16,
$GNSS,2025-06-25T17:19:00.500Z,40.6603386,-115.4069932,2924.937,-36.21,-8.22,14.355,0.457,0.732,0.152,16,
$GNSS,2025-06-25T17:19:00.550Z,40.6603224,-115.4069983,2924.217,-36.044,-8.623,14.269,0.457,0.733,0.153,16,
$GNSS,2025-06-25T17:19:00.600Z,40.6603063,-115.4070037,2923.504,-35.874,-9.047,14.262,0.457,0.733,0.151,16,
$GNSS,2025-06-25T17:19:00.650Z,40.6602901,-115.4070094,2922.81,-35.756,-9.57,14.179,0.457,0.734,0.15,16,
$GNSS,2025-06-25T17:19:00.700Z,40.6602741,-115.4070153,2922.106,-35.658,-9.963,14.066,0.457,0.734,0.149,16,
$GNSS,2025-06-25T17:19:00.750Z,40.660258,-115.4070215,2921.417,-35.546,-10.445,13.956,0.458,0.734,0.15,16,
$GNSS,2025-06-25T17:19:00.800Z,40.6602421,-115.4070278,2920.714,-35.471,-10.608,13.891,0.458,0.735,0.15,16,
$GNSS,2025-06-25T17:19:00.850Z,40.6602262,-115.4070343,2920.014,-35.357,-10.947,13.928,0.458,0.735,0.149,16,
$GNSS,2025-06-25T17:19:00.900Z,40.6602105,-115.4070412,2919.312,-34.992,-11.516,13.937,0.458,0.736,0.15,16,
$GNSS,2025-06-25T17:19:00.950Z,40.6601948,-115.4070482,2918.627,-34.857,-11.927,13.775,0.459,0.736,0.149,16,
$GNSS,2025-06-25T17:19:01.000Z,40.6601791,-115.4070556,2917.963,-34.756,-12.379,13.544,0.459,0.737,0.15,16,
$GNSS,2025-06-25T17:19:01.050Z,40.6601636,-115.407063,2917.282,-34.626,-12.518,13.469,0.459,0.737,0.15,16,
$GNSS,2025-06-25T17:19:01.100Z,40.6601481,-115.4070707,2916.621,-34.479,-12.977,13.428,0.459,0.738,0.15,16,
$GNSS,2025-06-25T17:19:01.150Z,40.6601326,-115.4070785,2915.926,-34.458,-13.172,13.497,0.46,0.738,0.15,16,
$GNSS,2025-06-25T17:19:01.200Z,40.6601172,-115.4070866,2915.261,-34.239,-13.576,13.379,0.46,0.739,0.15,16,
$GNSS,2025-06-25T17:19:01.250Z,40.6601018,-115.4070948,2914.602,-34.136,-13.954,13.207,0.46,0.739,0.15,16,
$GNSS,2025-06-25T17:19:01.300Z,40.6600866,-115.4071033,2913.958,-33.944,-14.241,12.999,0.46,0.74,0.153,15,
$GNSS,2025-06-25T17:19:01.350Z,40.6600714,-115.407112,2913.312,-33.777,-14.58,12.829,0.461,0.74,0.152,16,
$GNSS,2025-06-25T17:19:01.400Z,40.6600562,-115.4071208,2912.681,-33.754,-14.907,12.576,0.461,0.741,0.153,16,
$GNSS,2025-06-25T17:19:01.450Z,40.6600411,-115.4071298,2912.063,-33.641,-15.049,12.407,0.461,0.742,0.162,16,
$GNSS,2025-06-25T17:19:01.500Z,40.660026,-115.4071388,2911.446,-33.707,-15.314,12.276,0.461,0.742,0.162,16,
$GNSS,2025-06-25T17:19:01.550Z,40.6600108,-115.407148,2910.853,-33.514,-15.621,12.055,0.461,0.743,0.162,16,
$GNSS,2025-06-25T17:19:01.600Z,40.6599958,-115.4071575,2910.267,-33.375,-15.926,11.778,0.462,0.743,0.162,16,
$GNSS,2025-06-25T17:19:01.650Z,40.6599808,-115.4071669,2909.702,-33.279,-16.061,11.547,0.462,0.744,0.162,16,
$GNSS,2025-06-25T17:19:01.700Z,40.6599657,-115.4071763,2909.178,-33.29,-16.061,11.465,0.462,0.745,0.161,16,
$GNSS,2025-06-25T17:19:01.750Z,40.6599507,-115.407186,2908.614,-33.19,-16.397,11.248,0.462,0.745,0.161,16,
$GNSS,2025-06-25T17:19:01.800Z,40.659936,-115.407196,2908.043,-32.985,-16.733,10.88,0.462,0.746,0.161,16,
$GNSS,2025-06-25T17:19:01.850Z,40.6599212,-115.407206,2907.519,-32.831,-16.935,10.575,0.462,0.746,0.162,16,
$GNSS,2025-06-25T17:19:01.900Z,40.6599065,-115.4072162,2906.993,-32.83,-17.24,10.533,0.462,0.747,0.162,16,
$GNSS,2025-06-25T17:19:01.950Z,40.6598917,-115.4072264,2906.472,-32.808,-17.359,10.485,0.462,0.747,0.162,16,
$GNSS,2025-06-25T17:19:02.000Z,40.659877,-115.4072367,2905.956,-32.646,-17.453,10.37,0.462,0.747,0.162,16,
$GNSS,2025-06-25T17:19:02.050Z,40.6598623,-115.4072471,2905.453,-32.602,-17.584,10.16,0.462,0.748,0.162,16,
$GNSS,2025-06-25T17:19:02.100Z,40.6598477,-115.4072576,2904.965,-32.453,-17.683,9.928,0.462,0.748,0.161,16,
$GNSS,2025-06-25T17:19:02.150Z,40.6598331,-115.4072681,2904.464,-32.327,-17.879,9.869,0.462,0.749,0.162,16,
$GNSS,2025-06-25T17:19:02.200Z,40.6598186,-115.4072788,2903.986,-32.249,-18.018,9.776,0.462,0.749,0.159,16,
$GNSS,2025-06-25T17:19:02.250Z,40.6598041,-115.4072895,2903.497,-32.258,-18.103,9.714,0.462,0.75,0.159,16,
$GNSS,2025-06-25T17:19:02.300Z,40.6597896,-115.4073002,2903.028,-32.156,-18.207,9.568,0.462,0.75,0.158,16,
$GNSS,2025-06-25T17:19:02.350Z,40.659775,-115.4073109,2902.572,-32.189,-18.221,9.431,0.462,0.75,0.158,16,
$GNSS,2025-06-25T17:19:02.400Z,40.6597606,-115.4073217,2902.09,-32.107,-18.341,9.392,0.461,0.751,0.155,16,
$GNSS,2025-06-25T17:19:02.450Z,40.6597462,-115.4073325,2901.622,-31.998,-18.356,9.317,0.461,0.751,0.156,16,
$GNSS,2025-06-25T17:19:02.500Z,40.6597317,-115.4073433,2901.17,-32.071,-18.33,9.183,0.461,0.751,0.157,16,
